"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-09-30","IV60090400","้ห้างหุ้นส่วนจำกัด ถาวรการค้า","24/16 ซ.หมู่บ้านเขาน้อย ","33,380.00"
"2017-09-30","IV60090398","ร้าน ดำรงการไฟฟ้า","218/4 ถ.โชตนา","3,652.00"
"2017-09-30","IV60090397","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","25,084.50"
"2017-09-30","IV60090396","คุณ ธิวัตร มีมโน","ราชบุรี","6,435.00"
"2017-09-30","IV60090395","หจก. จิตรชัยการไฟฟ้า","887 ซ.พาณิชธนบุรี ถ.จรัญสนิทวงศ์","6,415.50"
"2017-09-30","IV60090391","บริษัท เคทีอิเลคทริค จำกัด","888 ม.1","31,500.00"
"2017-09-30","IV60090389","ร้าน ภักดีการไฟฟ้า","3/5 ถ.เจษฎาบดินทร์","13,229.50"
"2017-09-30","IV60090404","หจก. สัจพรการไฟฟ้า","126 ม.8 ถ.ชยางกูร ","65,365.00"
"2017-09-30","IV60090403","ร้าน คลังไฟฟ้า","52/54 ถ.วัวลาย","50,860.00"
"2017-09-30","IV60090402","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","54,025.00"
"2017-09-30","IV60090399","ร้าน อุดมไลท์ติ้ง"," 10/20-22 ถ.โพธิ์ศรี(ติดโรงเรียนเทศบาล 1)","16,280.00"
"2017-09-30","IV60090394","ร้าน อุดมไลท์ติ้ง"," 10/20-22 ถ.โพธิ์ศรี(ติดโรงเรียนเทศบาล 1)","47,508.00"
"2017-09-30","IV60090393","ร้าน ขอนแก่นการไฟฟ้า","1/6 ถ.รื่นจิตร","40,860.00"
"2017-09-30","IV60090392","ร้าน สงวนการไฟฟ้า","65/693-5 เอกชัย 80/1","43,200.00"
"2017-09-30","IV60090390","ร้าน เซฟตี้เซ็นเตอร์ แอนเซอร์วิส","200/27 ถ.คลองยาเหนือ","52,500.00"
"2017-09-29","IV60090388","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","23,808.00"
"2017-09-29","IV60090387","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","11,424.00"
"2017-09-29","IV60090386","ร้าน รุ่งเรืองวัสดุ (รุ่งเรืองอะไหล่)","60  ม.4","2,062.50"
"2017-09-29","IV60090385","บริษัท ที เค โฮมเพ้นท์ แอนด์ฮาร์ดแวร์ จำกัด","208/2,208/3 ถ.3079 ม.8","7,920.00"
"2017-09-29","IV60090384","ร้าน รุ่งเรืองการไฟฟ้า","1401 ม.1","13,152.00"
"2017-09-29","IV60090383","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","85,440.00"
"2017-09-29","IV60090382","ร้าน ศรีผ่องอิเล็คทรอนิคส์","316/13 ถนนหฤทัยรมย์","121,740.00"
"2017-09-29","IV60090381","บริษัท ชัยทวีการไฟฟ้า","192 ถ.อัษภางค์","50,655.00"
"2017-09-29","IV60090380","ร้าน สกุลชัยฮาร์ดแวร์","11/136 ม.8 ถ.ลาดปลาเค้า","4,875.00"
"2017-09-29","CT6009344","หจก. เค เจ ที เทรดดิ้ง","36/70 ม.6 ถ.ตลิ่งชัน-สุพรรณบุรี","5,521.63"
"2017-09-29","IV60090379","ร้าน เมืองไฟฟ้า","41/158-161 ถ.นิพัทธ์สงเคราะห์","20,160.00"
"2017-09-29","IV60090378","หจก. ธนาการไฟฟ้า","101/26 ถ.รัษฎา","7,387.50"
"2017-09-29","CT6009343","หจก. อมร อิควิปเม้นท์","84/1 หมู่ที่ 4","5,414.20"
"2017-09-29","IV60090377","หจก. เสริมการไฟฟ้า(2555)","128/2 ข ถ.บรรณาการ","61,200.00"
"2017-09-29","IV60090376","ร้าน เค. ที  อิเล็คทริก","251/7 ซ.เจริญนคร60 ถ.เจริญนคร","6,435.00"
"2017-09-28","IV60090375","บริษัท มัลติ อิเล็คทริค จำกัด","66/105-106 หมู่ 4","8,750.00"
"2017-09-28","IV60090374","ร้าน กิตติศักดิ์การไฟฟ้า","เลขที่ 105 หมู่ 1","4,746.00"
"2017-09-28","IV60090372","ร้าน ซ้งการไฟฟ้า(ลูกชายแสงสวัสดิ์)","391/7 ม.10","4,980.00"
"2017-09-28","IV60090370","ร้าน สมบูรณ์อีเล็คทริค (สกลนคร)"," 173/5 ม.13 ซ.สุขาวดี ถ.หนองทรายขาว","8,400.00"
"2017-09-28","IV60090369","ร้าน สุรินทร์การไฟฟ้า","93/2 ถ.ศาลาแดง","16,520.00"
"2017-09-28","IV60090368","ร้าน สหไฟฟ้า","1510/45 ถ.กวงเฮง","49,800.00"
"2017-09-28","IV60090360","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","14,300.00"
"2017-09-28","IV60090365","ร้าน น่านการไฟฟ้า","212 ถ.มหายศ","38,130.00"
"2017-09-28","IV60090364","ร้าน ประเสริฐวัสดุภัณฑ์","319/8-9  ถ.สุวรรณศร","9,140.00"
"2017-09-28","IV60090363","ร้าน แสงสมบูรณ์การไฟฟ้า","23/21-2 ถนนอนุวรรตน์","3,960.00"
"2017-09-28","IV60090362","ร้าน โปร-เวิร์ค รีเทล","เลขที่ 2 บางบอน 4 ซอย.8","14,400.00"
"2017-09-28","IV60090361","ร้าน สนามชัยพาณิชย์","86/2 ม.2","14,175.00"
"2017-09-28","IV60090358","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","21,000.00"
"2017-09-28","IV60090373","ร้าน นิวเคลีย์","87/1 ถ.ทิพย์วรรณ์","5,200.00"
"2017-09-28","IV60090371","ร้าน เจริญธรรมการไฟฟ้า","150-158 ถ.จุฑางกูร","50,320.00"
"2017-09-28","IV60090367","หจก. ยิ่งเจริญพาณิชย์ปากช่อง","680/1 ถนนมิตรภาพ","82,742.50"
"2017-09-28","IV60090366","ร้าน เชิดชูการไฟฟ้า","27 หมู่ 5","3,050.00"
"2017-09-28","IV60090359","ร้าน ทวีศักดิ์การไฟฟ้า","405 ถ.โชคชัย-เดชอุดม","73,330.00"
"2017-09-27","IV60090355","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","9,120.00"
"2017-09-27","IV60090353","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","7,320.00"
"2017-09-27","IV60090351","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","1,867.50"
"2017-09-27","IV60090350","ร้าน อุดมโชค","280-284 ถ.ศรีเทพ","23,760.00"
"2017-09-27","IV60090349","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","26,035.00"
"2017-09-27","IV60090346","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","16,878.00"
"2017-09-27","IV60090345","ร้าน พรชัย","57 ม.18 ถนนเดช-บุณฑริก","9,750.00"
"2017-09-27","IV60090357","หจก. ท็อป อิเลคทริคอล","479/1 ถ.อัษฏาวงค์","32,560.00"
"2017-09-27","IV60090356","ร้าน ซ้งการไฟฟ้า(ลูกชายแสงสวัสดิ์)","391/7 ม.10","62,120.00"
"2017-09-27","IV60090354","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","40,200.00"
"2017-09-27","IV60090352","ร้าน ปกูลทรัพย์ ฮาดแวร์","68/46-47 ม.1","28,640.00"
"2017-09-27","IV60090348","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","4,660.00"
"2017-09-27","IV60090347","ร้านสงวน","416/1 ม.2","3,210.00"
"2017-09-26","CT6009341","หจก. อมร อิควิปเม้นท์","84/1 หมู่ที่ 4","5,970.60"
"2017-09-26","IV60090344","ร้าน พงศ์ไทยพาณิชย์","455 หมู่1 ถ.พหลโยธิน","10,220.00"
"2017-09-26","IV60090342","ร้าน อุตสาหกรรมแก๊ส","26/4 ถ.เพชรเกษม","1,575.00"
"2017-09-26","IV60090341","ร้าน กรแก้วการไฟฟ้า(ข้างอนุบาลบ้านเด็ก)","159/6 ม.4 ถ.บ้านส้อง-พระแสง","9,120.00"
"2017-09-26","IV60090340","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","2,167.40"
"2017-09-26","IV60090338","หจก. ท็อป อิเลคทริคอล","479/1 ถ.อัษฏาวงค์","15,060.00"
"2017-09-26","IV60090337","หจก. ท็อป อิเลคทริคอล","479/1 ถ.อัษฏาวงค์","35,980.00"
"2017-09-26","IV60090336","ร้าน ฮงอุปกรณ์","426-428 ถ.แจ้งสนิท","7,975.00"
"2017-09-26","IV60090335","ร้าน เจริญกิจวิทยุ","1490/19 ถ.ขุขันธ์","13,530.00"
"2017-09-26","IV60090333","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","9,700.00"
"2017-09-26","IV60090332","ร้าน โคมการไฟฟ้า","263 ม.6","4,950.00"
"2017-09-26","IV60090330","บริษัท แสงอุทัย ไล้ท์ติ้ง จำกัด","เลขที่ 11 ถ.จึงเจริญพาณิชย์","19,100.00"
"2017-09-26","IV60090329","ร้าน ชัชวาลฮาร์ดแวร์","80/8-9 หมู่ 9 ถ.พุทธมณฑล สาย-5","3,000.00"
"2017-09-26","IV60090328","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","136,862.00"
"2017-09-26","IV60090327","ร้าน วิชัย","184/9 ม.1","5,550.00"
"2017-09-26","IV60090325","ร้าน อุดมโชค","280-284 ถ.ศรีเทพ","15,840.00"
"2017-09-26","IV60090324","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","8,400.00"
"2017-09-26","IV60090321","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","6,000.00"
"2017-09-26","IV60090322","หจก. พี.เจ อิเล็คทริค","2/3 ม.4","11,400.00"
"2017-09-26","IV60090343","ร้าน ฟ้าสยามทุ่งสง","159/23 ม.8","36,840.00"
"2017-09-26","IV60090339","ร้าน แหลมทองการไฟฟ้า","47 ม.12","5,200.00"
"2017-09-26","IV60090334","คุณ วิจิตร รัตนะ","199/14 ม.10 ถ.ตรัง-ปะเหลียน","11,550.00"
"2017-09-26","IV60090331","ร้าน แสงไฟฟ้า","30/3 หมู่.3","16,280.00"
"2017-09-26","IV60090326","ร้าน ชมภูพงศ์การไฟฟ้า","167-52 ม.8","2,400.00"
"2017-09-26","IV60090323","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","8,400.00"
"2017-09-25","IV60090320","ร้าน อังกูรการไฟฟ้า","63 ม.13","26,875.00"
"2017-09-25","IV60090319","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","160,940.00"
"2017-09-25","IV60090318","ร้าน กันเอง","48 หมู่ 6 ถนนท่าบ่อ-บ้านผือ","8,165.00"
"2017-09-25","IV60090316","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","6,507.50"
"2017-09-25","IV60090311","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","25,870.00"
"2017-09-25","IV60090313","คุณ อุ๋ย","","4,125.00"
"2017-09-25","IV60090312","ร้าน เซฟตี้เซ็นเตอร์ แอนเซอร์วิส","200/27 ถ.คลองยาเหนือ","52,500.00"
"2017-09-25","IV60090306","ร้าน เจริญธรรมการไฟฟ้า","150-158 ถ.จุฑางกูร","51,490.00"
"2017-09-25","IV60090317","ร้าน กิติชัยพาณิชย์","109/20 หมู่ 3","15,200.00"
